// Cantrips
// -----------------
// Alter Flames
// Buoyancy					AGTT_Shout_Buoyancy
// Candlelight				AGTT_Shout_Candlelight
// Chop (Ritual)
// Copy Text
// Fortify					AGTT_Shout_Fortify
// Mending
// Beast Finder
// Vero's Knock				AGTT_Projectile_VerosKnock

data "UseCosts" "ActionPoint:1;SpellSlot:1:1:1"
data "SpellAnimationArcaneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;9d86c202-31a5-4ba3-ae60-ec4fbb425665(SPL_Somatic_Aoe_Widen_Combat_01_Cast);a4112e22-e36f-44ff-828f-81252360da53(SPL_Somatic_Aoe_Widen_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;9d86c202-31a5-4ba3-ae60-ec4fbb425665(SPL_Somatic_Aoe_Widen_Combat_01_Cast);a4112e22-e36f-44ff-828f-81252360da53(SPL_Somatic_Aoe_Widen_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;9d86c202-31a5-4ba3-ae60-ec4fbb425665(SPL_Somatic_Aoe_Widen_Combat_01_Cast);a4112e22-e36f-44ff-828f-81252360da53(SPL_Somatic_Aoe_Widen_Combat_01_Recover);;"
data "VerbalIntent" "Utility"
data "SpellFlags" "IsSpell;HasSomaticComponent;RangeIgnoreVerticalThreshold"
data "MemoryCost" "1"

new entry "AGTT_Target_Magesoap"
type "SpellData"
data "SpellType" "Target"
data "Level" "1"
data "SpellSchool" "Alteration"
data "Icon" "Spell_Evocation_PrayerOfHealing"
data "TargetRadius" "MeleeMainWeaponRange"
data "TargetConditions" "Character() and not Dead()"
data "DisplayName" "8ca84eae-4a4b-4ec9-8742-1551d3981a45"
data "Description" "0b89f179-405b-473d-8355-98179d338ec6;1"
data "DescriptionParams" "RegainHitPoints(1)"
data "SpellProperties" "RegainHitPoints(1);ApplyStatus(AGTT_STATUS_MAGESOAP, 100, 18)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_MAGESOAP, 100, 18)"
data "CastTextEvent" "Cast"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:1"
data "SpellAnimationArcaneMagic" "414bbf02-2918-4f01-83fb-1ddc7a588d88(SPL_Arcane_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "3ea4de06-debb-47e2-a582-314ec644eba7(SPL_Divine_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "414bbf02-2918-4f01-83fb-1ddc7a588d88(SPL_Arcane_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "VerbalIntent" "Healing"
data "SpellFlags" "IsSpell;HasSomaticComponent;"

new entry "AGTT_Target_Oakflesh"
type "SpellData"
data "SpellType" "Target"
data "Level" "1"
data "SpellSchool" "Alteration"
data "Icon" "Action_RegainHP"
data "TargetRadius" "MeleeMainWeaponRange"
data "TargetConditions" "Character() and not Dead()"
data "DisplayName" "e2b18384-cbe9-48ce-bccd-41d7a164f671"
data "Description" "3024c757-4a86-4da8-a13a-e7760d2aac73"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_OAKFLESH, 100, 9)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_OAKFLESH, 100, 9)"
data "CastTextEvent" "Cast"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:1"
data "SpellAnimationArcaneMagic" "414bbf02-2918-4f01-83fb-1ddc7a588d88(SPL_Arcane_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "3ea4de06-debb-47e2-a582-314ec644eba7(SPL_Divine_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "414bbf02-2918-4f01-83fb-1ddc7a588d88(SPL_Arcane_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "VerbalIntent" "Buff"
data "SpellFlags" "IsSpell;HasSomaticComponent;IsConcentration"

new entry "AGTT_Target_Sanction"
type "SpellData"
data "SpellType" "Target"
data "Level" "1"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_SANCTION,100,3)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_SANCTION,100,3)"
data "TargetRadius" "9"
data "TargetConditions" "Enemy() and not Dead()"
data "Icon" "unknown"
data "DisplayName" "cdbe0733-e063-47ea-acda-d73bbdfc2ddb"
data "Description" "2ba46906-c0ae-46fe-96df-cff4d65d8eaa;1"
data "TooltipDamageList" "DealDamage(3d4, Radiant)"
data "DescriptionParams" "DealDamage(3d4, Radiant)"
data "CastTextEvent" "Cast"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:1"
data "SpellAnimationArcaneMagic" "9313094a-bae2-454f-9701-f920d0e8e98d(SPL_Arcane_Debuff_Combat_01_Prepare);;98491edb-7dbf-476a-b00b-fd97f26646ca(SPL_Arcane_Debuff_Combat_01_Cast);d667be60-16f9-4955-aef2-07a96de5c9e7(SPL_Arcane_Debuff_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "c3761dd1-03fd-4dc9-9c44-32aa24073f65(SPL_Divine_Debuff_Combat_01_Prepare);;77ad683d-cdf6-4794-8106-901af2c3d5ac(SPL_Divine_Debuff_Combat_01_Cast);478cb05b-2258-44e0-bf32-f95b4225a24d(SPL_Divine_Debuff_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "9313094a-bae2-454f-9701-f920d0e8e98d(SPL_Arcane_Debuff_Combat_01_Prepare);;98491edb-7dbf-476a-b00b-fd97f26646ca(SPL_Arcane_Debuff_Combat_01_Cast);d667be60-16f9-4955-aef2-07a96de5c9e7(SPL_Arcane_Debuff_Combat_01_Recover);;"
data "VerbalIntent" "Debuff"
data "SpellFlags" "IsSpell;CannotTargetTerrain;CannotTargetItems;IsHarmful"

new entry "AGTT_Shout_Stonefist"
type "SpellData"
data "SpellType" "Shout"
data "Level" "1"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_STONEFIST, 100, 6)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_STONEFIST, 100, 6)"
data "TargetConditions" "Self()"
data "Icon" "Action_Bash"
data "DisplayName" "2e495b53-5e8a-497c-8116-ca7fc06f9fe7"
data "Description" "7d1a1274-2308-45cb-b014-e6c5033d06bc;1."
data "DescriptionParams" "DealDamage(2d6+1+StrengthModifier, Bludgeoning)"
data "CastTextEvent" "Cast"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:1"
data "SpellAnimationArcaneMagic" "414bbf02-2918-4f01-83fb-1ddc7a588d88(SPL_Arcane_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "3ea4de06-debb-47e2-a582-314ec644eba7(SPL_Divine_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "414bbf02-2918-4f01-83fb-1ddc7a588d88(SPL_Arcane_Healing_Combat_01_Prepare);;c7022507-086a-40f6-a64e-3a9865d73900(SPL_Material_Combust_01):a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "VerbalIntent" "Buff"
data "SpellFlags" "IsSpell;HasSomaticComponent"

new entry "AGTT_Target_StonefistStrike"
type "SpellData"
data "SpellType" "Target"
using "Target_UnarmedAttack"
data "Icon" "Action_Bash"
data "SpellSuccess" "DealDamage(2d6+1+StrengthModifier, Bludgeoning)"
data "TooltipDamageList" "DealDamage(2d6+1+StrengthModifier, Bludgeoning)"
data "TooltipD
data "DisplayName" "69aafee0-6d1d-4cd5-aaf7-dcd545d51f25"
data "Description" "c647febf-84a7-40fd-b607-5c3e839083d6;1"
data "DescriptionParams" "DealDamage(2d6+1+StrengthModifier, Bludgeoning)"

// 2nd Level Spells
// -----------------
//
// 1st -> 2nd Level
// Feather
//
//
// Alter Weapon
// Lifelink (Ritual)
// Batvision
// Bravery
// Fire Shield (Ritual)
// Frost Shield (Ritual)
// Handhold
// Hearing
// Hypothermia
// Lightning Shield (Ritual)
// Lucksap
// Elemental Shield
// Razorskin
// Shatter
// Spellstrike
// Spellstance
// Spike Growth
// Sustain Rage

new entry "AGTT_Shout_Feather_2"
type "SpellData"
data "SpellType" "Shout"
using "AGTT_Shout_Feather"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_FEATHER_2, 100, 9)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_FEATHER_2, 100, 9)"
data "Description" "8a40dbf6-a7df-4408-a4bd-959877c7a262"
data "RootSpellID" "AGTT_Shout_Feather"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:2"
data "PowerLevel" "2"

new entry "AGTT_Target_AlterWeapon"
type "SpellData"
data "SpellType" "Target"
data "Level" "2"
data "SpellSchool" "Alteration"
data "DisplayName" "996d05db-9443-4e39-bf2e-948bfc44e4a0"
data "Description" "4b4d4be4-6309-4f18-a8e9-b7eef67e619c"
data "ContainerSpells" "AGTT_Target_AlterWeapon_Enflame;AGTT_Target_AlterWeapon_HealingStrike;AGTT_Target_AlterWeapon_StaticBite;AGTT_Target_AlterWeapon_SwiftStrike;AGTT_Target_AlterWeapon_ScreamingCleave;AGTT_Target_AlterWeapon_ViscousTear"
data "UseCosts" "BonusActionPoint:1; SpellSlotsGroup:1:1:2"
data "TargetConditions" "Self() and not Dead()"
data "SpellAnimationArcaneMagic" "dd86aa43-8189-4d9f-9a5c-454b5fe4a197(SPL_Arcane_Utility_Combat_01_Prepare);;c0513845-6e0e-42e8-9a8c-baa5e2b6ead6(SPL_Somatic_Summon_Combat_01_Cast);fbf20742-9dbf-475b-9ff5-42e4b08064ad(SPL_Somatic_Summon_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "dd86aa43-8189-4d9f-9a5c-454b5fe4a197(SPL_Arcane_Utility_Combat_01_Prepare);;c0513845-6e0e-42e8-9a8c-baa5e2b6ead6(SPL_Somatic_Summon_Combat_01_Cast);fbf20742-9dbf-475b-9ff5-42e4b08064ad(SPL_Somatic_Summon_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "dd86aa43-8189-4d9f-9a5c-454b5fe4a197(SPL_Arcane_Utility_Combat_01_Prepare);;c0513845-6e0e-42e8-9a8c-baa5e2b6ead6(SPL_Somatic_Summon_Combat_01_Cast);fbf20742-9dbf-475b-9ff5-42e4b08064ad(SPL_Somatic_Summon_Combat_01_Recover);;"
data "PrepareEffect" "VFX_Spells_Prepare_Arcane_Intent_Utility_Root_01,KeepRot:Dummy_Root::0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Intent_Utility_CastFX_01:Dummy_CastFX::0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Intent_Utility_EyeFX_01:Dummy_EyeFX_01,Dummy_EyeFX_02::0:None::None::0:0::::"
data "CastEffect" "VFX_Spells_Cast_Intent_Utility_TargetSummon_R_HandFX_Textkey_01:Dummy_R_HandFX:VFX_Somatic_01:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Utility_TargetSummon_R_HandFX_Textkey_02:Dummy_R_HandFX:VFX_Somatic_02:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Utility_TargetSummon_R_HandFX_01:Dummy_R_HandFX::0:None::None::0:0::::"
data "SpellFlags" "IsSpell;HasSomaticComponent;IsLinkedSpellContainer"


new entry "AGTT_Target_AlterWeapon_Enflame"
type "SpellData"
using "AGTT_Target_AlterWeapon"
data "SpellContainerID" "AGTT_Target_AlterWeapon"
data "Icon" "Action_DippedFire_Melee"
data "DisplayName" "1a945e27-0809-4a1a-aad3-043995cb59a5"
data "Description" "e26a46d9-64a8-458a-ac60-0f5fe58d4897;1"
data "DescriptionParams" "DealDamage(1d6, Fire)"
data "TooltipDamageList" "DealDamage(1d6, Fire)"
data "TooltipStatusApply" "ApplyEquipmentStatus(SELF,MainHand,AGTT_STATUS_ALTERWEAPON_ENFLAME, 100, 6)"
data "SpellProperties" "ApplyEquipmentStatus(SELF,MainHand,AGTT_STATUS_ALTERWEAPON_ENFLAME, 100, 6)"

new entry "AGTT_Target_AlterWeapon_HealingStrike"
type "SpellData"
using "AGTT_Target_AlterWeapon"
data "SpellContainerID" "AGTT_Target_AlterWeapon"
data "Icon" "Spell_Evocation_CureWounds"
data "DisplayName" "1c55ce66-90fe-4238-ba01-1c770e59989d"
data "Description" "2f4c08e2-ddc7-47ad-993b-e199952ed220;1"
data "DescriptionParams" "RegainHitPoints(1d6)"
data "ExtraDescription" "This Manifests itself as an extra Action in your hotbar."
data "SpellProperties" "ApplyEquipmentStatus(SLEF,AGTT_STATUS_ALTERWEAPON_HEALINGSTRIKE_2, 100, 6)"

new entry "AGTT_Target_AlterWeapon_HealingStrike_2"
type "SpellData"
using "AGTT_Target_AlterWeapon"
data "SpellContainerID" "AGTT_Target_AlterWeapon"
data "Icon" "Spell_Evocation_CureWounds"
data "DisplayName" "1c55ce66-90fe-4238-ba01-1c770e59989d"
data "Description" "2f4c08e2-ddc7-47ad-993b-e199952ed220;1"
data "DescriptionParams" "RegainHitPoints(1d6)"
data "ExtraDescription" "This Manifests itself as an extra Action in your hotbar."
data "SpellProperties" "ApplyStatus(SELF,AGTT_STATUS_ALTERWEAPON_HEALINGSTRIKE, 100, 6)"

// MainWeapon doesn't work with RegainHitPoints... yet?
new entry "AGTT_Target_AlterWeapon_HealingStrike_Action"
type "SpellData"
using "Target_MainHandAttack"
data "Icon" "Spell_Evocation_CureWounds"
data "DisplayName" "1c55ce66-90fe-4238-ba01-1c770e59989d"
data "Description" "c1470751-c48b-4563-bf18-81913363649f;1"
data "DescriptionParams" "RegainHitPoints(1d6)"
data "TooltipDamageList" "RegainHitPoints(1d6)"
data "SpellRoll" "Attack(AttackType.MeleeWeaponAttack)"
data "SpellSuccess" "IF(not Tagged('UNDEAD')):RegainHitPoints(1d6);IF(Tagged('UNDEAD')):DealDamage(MainMeleeWeapon, Radiant);ExecuteWeaponFunctors(MainHand)"
data "SpellFlags" "IsMelee"

new entry "AGTT_Target_AlterWeapon_StaticBite"
type "SpellData"
using "AGTT_Target_AlterWeapon"
data "SpellContainerID" "AGTT_Target_AlterWeapon"
data "DisplayName" "e85123e3-56ae-4de7-8a78-6d4cb04070f1"
data "Description" "d0bfcace-3930-42f1-ab8a-3a0600039a28;1"
data "DescriptionParams" "DealDamage(1d6, Lightning)"
data "TooltipDamageList" "DealDamage(1d6, Lightning)"
data "TooltipStatusApply" "ApplyEquipmentStatus(SELF,MainHand,AGTT_STATUS_ALTERWEAPON_STATICBITE, 100, 6)"
data "SpellProperties" "ApplyEquipmentStatus(SELF,MainHand,AGTT_STATUS_ALTERWEAPON_STATICBITE, 100, 6)"

new entry "AGTT_Target_AlterWeapon_SwiftStrike"
type "SpellData"
using "AGTT_Target_AlterWeapon"
data "SpellContainerID" "AGTT_Target_AlterWeapon"
data "DisplayName" "1be187e4-7ec6-49f4-ae86-64875d57e2c5"
data "Description" "b420a342-a0d4-4a2c-8947-df51de12b85a"
data "TooltipStatusApply" "ApplyEquipmentStatus(SELF,AGTT_STATUS_ALTERWEAPON_SWIFTTRIKE, 100, 6)"
data "SpellProperties" "ApplyEquipmentStatus(SELF,AGTT_STATUS_ALTERWEAPON_SWIFTTRIKE, 100, 6)"

new entry "AGTT_Target_AlterWeapon_ScreamingCleave"
type "SpellData"
using "AGTT_Target_AlterWeapon"
data "SpellContainerID" "AGTT_Target_AlterWeapon"
data "DisplayName" "871be402-1112-4ce1-a2ba-177e341102ab"
data "Description" "37f2fde7-2074-4017-81e6-80f99d29eebd;1"
data "DescriptionParams" "DealDamage(1d6, Thunder)"
data "TooltipDamageList" "DealDamage(1d6, Thunder)"
data "TooltipStatusApply" "ApplyEquipmentStatus(SELF,MainHand,AGTT_STATUS_ALTERWEAPON_SCREAMINGCLEAVE, 100, 6)"
data "SpellProperties" "ApplyEquipmentStatus(SELF,MainHand,AGTT_STATUS_ALTERWEAPON_SCREAMINGCLEAVE, 100, 6)"

new entry "AGTT_Target_AlterWeapon_ViscousTear"
type "SpellData"
using "AGTT_Target_AlterWeapon"
data "SpellContainerID" "AGTT_Target_AlterWeapon"
data "DisplayName" "3a84a936-2cd5-448a-b9e1-b6997b89fb15"
data "Description" "b3cf44d2-f321-42ff-887e-473e40a9c6f2;1"
data "DescriptionParams" "DealDamage(1d8, Slashing)"
data "TooltipDamageList" "DealDamage(1d8, Slashing)"
data "TooltipStatusApply" "ApplyEquipmentStatus(SELF,MainHand,AGTT_STATUS_ALTERWEAPON_VICIOUSTEAR, 6)"
data "SpellProperties" "ApplyEquipmentStatus(SELF,MainHand,AGTT_STATUS_ALTERWEAPON_VICIOUSTEAR, 6)"

new entry "AGTT_Target_Batvision"
type "SpellData"
data "SpellType" "Target"
data "Level" "2"
data "SpellSchool" "Alteration"
data "DisplayName" "Batvision"
data "Description" "3bc5dd4b-f6d3-4612-a7b6-d1e055aa1c7a"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_BATVISION, 100, 18)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_BATVISION, 100, 18)"
data "TargetConditions" "Character() and not Dead()"
data "TargetRadius" "MeleeMainWeaponRange"
data "CastTextEvent" "Cast"
data "VocalComponentSound" "Vocal_Component_BuffMovement"
data "SpellAnimationArcaneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "f0e00e36-4d0d-4037-830c-fe09383c0d43(SPL_Divine_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "VerbalIntent" "Buff"
data "SpellFlags" "HasSomaticComponent;IsConcentration;IsSpell;CannotTargetTerrain"
data "MemoryCost" "1"

new entry "AGTT_Target_Bravery"
type "SpellData"
data "SpellType" "Target"
data "Level" "2"
data "DisplayName" "144fca03-1bdf-4622-8542-7fd0d98d1795"
data "SpellSchool" "Alteration"
data "Description" "605cdd4e-b410-4876-92fd-54530f79dfb2"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_BRAVERY, 100, 18)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_BRAVERY, 100, 18)"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:2"
data "TargetRadius" "MainMeleeWeaponRange"
data "TargetConditions" "Character() and not Dead()"
data "CastTextEvent" "Cast"
data "VocalComponentSound" "Vocal_Component_BuffMovement"
data "SpellAnimationArcaneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "f0e00e36-4d0d-4037-830c-fe09383c0d43(SPL_Divine_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "VerbalIntent" "Buff"
data "SpellFlags" "HasVerbalComponent;HasSomaticComponent;IsConcentration;IsSpell;CannotTargetTerrain"
data "MemoryCost" "1"

new entry "AGTT_Shout_FireShield"
type "SpellData"
data "SpellType" "Shout"
data "Level" "2"
data "Icon" "unknown"
data "SpellSchool" "Alteration"
data "DisplayName" "066b931e-e3b7-4df3-8554-851786d7ba0c"
data "Description" "7ff3a598-cdea-41a7-9f96-c9f7a78719f0;1"
data "DescriptionParams" "DealDamage(2d8, Fire)"
data "ExtraDescription" "3e418974-d4d0-435e-b79f-79a5469b0bac"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_FIRESHIELD, 100, 9)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_FIRESHIELD, 100, 9)"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:2"
data "TargetRadius" "MainMeleeWeaponRange"
data "TargetConditions" "Self() and not Dead()"
data "CastTextEvent" "Cast"
data "VocalComponentSound" "Vocal_Component_BuffMovement"
data "SpellAnimationArcaneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "f0e00e36-4d0d-4037-830c-fe09383c0d43(SPL_Divine_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "VerbalIntent" "Buff"
data "SpellFlags" "HasVerbalComponent;HasSomaticComponent;IsSpell;CannotTargetTerrain"
data "MemoryCost" "1"

new entry "AGTT_Shout_DismissFireShield"
type "SpellData"
data "SpellType" "Shout"
data "Icon" "unknown"
data "DisplayName" "ff21fff8-dd76-4afe-9f6a-cf3988d50d51"
data "Description" "d1398ea0-9bd8-4afe-8fb3-6bcb932262a2"
data "TargetConditions" "Self() and not Dead()"
data "TooltipStatusApply" "RemoveStatus(AGTT_STATUS_FIRESHIELD)"
data "SpellProperties" "RemoveStatus(AGTT_STATUS_FIRESHIELD)"
data "SpellAnimationArcaneMagic" "554a18f7-952e-494a-b301-7702a85d4bc9(SPL_Arcane_Control_Combat_01_Prepare);;7d4e2c05-1fc4-41b6-98c3-8073309b6b01(SPL_Somatic_1HandFlick_01);;;"
data "SpellAnimationDivineMagic" "8bb8bb70-003d-4c1d-a401-6a7479c679bf(SPL_Divine_Control_Combat_01_Prepare);;7d4e2c05-1fc4-41b6-98c3-8073309b6b01(SPL_Somatic_1HandFlick_01);;;"
data "SpellAnimationNoneMagic" "554a18f7-952e-494a-b301-7702a85d4bc9(SPL_Arcane_Control_Combat_01_Prepare);;7d4e2c05-1fc4-41b6-98c3-8073309b6b01(SPL_Somatic_1HandFlick_01);;;"
data "VerbalIntent" "Control"
data "SpellFlags" "HasSomaticComponent"

new entry "AGTT_Target_FrostBarrier"
type "SpellData"
data "SpellType" "Shout"
data "Icon" "unknown"
data "Level" "2"
data "SpellSchool" "Alteration"
data "DisplayName" "c36e2e2d-b696-4141-90a6-f5287acd5b41"
data "Description" "a47cff91-c0e2-430b-9f8c-885116ce0965;1"
data "DescriptionParams" "DealDamage(2d8, Cold)"
data "ExtraDescription" "3e418974-d4d0-435e-b79f-79a5469b0bac"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_FROSTSHIELD, 100, 9)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_FROSTSHIELD, 100, 9)"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:2"
data "TargetRadius" "MainMeleeWeaponRange"
data "TargetConditions" "Self() and not Dead()"
data "CastTextEvent" "Cast"
data "VocalComponentSound" "Vocal_Component_BuffMovement"
data "SpellAnimationArcaneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "f0e00e36-4d0d-4037-830c-fe09383c0d43(SPL_Divine_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "VerbalIntent" "Buff"
data "SpellFlags" "HasVerbalComponent;HasSomaticComponent;IsSpell;CannotTargetTerrain"
data "MemoryCost" "1"

new entry "AGTT_Shout_DismissFrostBarrier"
type "SpellData"
data "SpellType" "Shout"
using "AGTT_Shout_DismissFireShield"
data "Icon" "unknown"
data "DisplayName" "f62bcb34-064f-4e33-aacf-c9b8c7f12624"
data "Description" "d3072e91-7481-4be7-8879-65c283b9df10"
data "TooltipStatusApply" "RemoveStatus(AGTT_STATUS_FROSTSHIELD)"
data "SpellProperties" "RemoveStatus(AGTT_STATUS_FROSTSHIELD)"

new entry "AGTT_Target_Hypothermia"
type "SpellData"
data "SpellType" "Target"
data "Level" "2"
data "SpellSchool" "Alteration"
data "Icon" "Status_Chilled"
data "DisplayName" "9fde0f9d-dcfb-422d-9a40-5332caff3642"
data "Description" "c48f9200-0879-40f9-9dcb-21ad12cc46d4"
data "ExtraDescription" "284074fe-4534-4805-8809-11246ac1a3ca"
data "DescriptionParams" "DealDamage(1d6, Cold)"
data "ExtraDescriptionParams" "DealDamage(1d6, Cold)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_HYPOTHERMIA_1, 100, 3)"
data "SpellSuccess" "ApplyStatus(AGTT_STATUS_HYPOTHERMIA_1, 100, 2)"
data "SpellRoll" "not SavingThrow(Ability.Constitution, SourceSpellDC())"
data "TargetRadius" "9"
data "PrepareEffect" "VFX_Spells_Prepare_Arcane_Damage_Necrotic_R_HandFX_01:Dummy_R_HandFX::0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Damage_Necrotic_R_HandFX_Textkey_01:Dummy_R_HandFX:VFX_Prepare_01:0:None::None::0:0::::"
